Title,Company,Location,Salary,Skills,Experience level
Automation Tester,Lingaro ,Remote,,  JMeter   Postman   PowerShell  ,Mid
Programista Angular (FinTech Apfino),Comarch ,"Kraków, Kielce",,  Angular   JavaScript    HTML5  ,Mid
Golang Developer,Comarch ,Kraków,,  Java    C    C#  ,Mid
Programista C#,Monitor ERP System,Wrocław,Znamy widełki,  rozwiązania ERP ,Mid
Front-end Developer,ONWELO SA,"Remote, Kraków, Katowice, Kielce",15 000 - 22 000 PLN,  JavaScript   Angular    HTML  ,Mid
.NET Developer (Mid/Senior),3Qcode,"Remote, Wrocław, Gdańsk i 3 więcej",15 000 - 25 000 PLN,  Zróżnicowane projekty 100% zdalnie ,Mid
Software Engineer (Automotive),ONWELO SA,"Remote, Warszawa, Gdańsk",8 500 - 18 900 PLN,  Java   Docker   OpenShift  ,Mid
Programista PHP,CENEO.PL,Remote,,  e-commerce ,Mid
Python (Cloud) Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Python   AWS   Git  ,Mid
Team Lead System Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  VMWare ,Mid
Change Manager,PKO BP Finat,"Warszawa, Wrocław",,  Change Manager   ITIL   Relese  ,Mid
Front-end Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  JavaScript   TypeScript   CSS  ,Mid
Backend Developer with NodeJS,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Node.js   JavaScript  ,Mid
Projektant Systemów Informatycznych,Sygnity S.A.,Remote,10 000 - 14 300 PLN,  . ,Mid
Java Engineer ,Edrone,Remote,13 000 - 18 000 PLN,  Java ,Mid
Front-end Developer,Sii Polska,"Remote, Katowice, Gliwice i 2 więcej",15 000 - 16 000 PLN,  Angular   React   JavaScript  ,Mid
Business Analyst ,Edrone,Remote,Do 10 000 PLN,  SQL/Excel ,Mid
Java Developer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Łódź, Katowice, Szczecin",,  Java   Oracle Database   Angular  ,Mid
Professional in IT Audit Solutions (SME),T-Mobile Polska S. A.,Warszawa,, ,Mid
Technical Analyst,C&F,"Remote, Warszawa",,  Pharmaceutical client ,Mid
Database Administrator,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Lublin, Wrocław, Kraków",,  PL/SQL   T-SQL   MS SQL  ,Mid
Database Administrator,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Łódź, Warszawa, Poznań",,  PL/SQL   T-SQL   MS SQL  ,Mid
Angular Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  JavaScript   CSS   HTML  ,Mid
Product Owner,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",, ,Mid
UX Designer,Power Media,"Remote, Wrocław, Gdańsk, Rzeszów",10 000 - 19 000 PLN, ,Mid
UX/UI Designer,Power Media,"Remote, Katowice",,  Figma   Sketch   Invision   ,Mid
Python Tester,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  Python  ,Mid
Qlik Developer,Lingaro ,Remote,,  QlikView   Qlik Sense  ,Mid
React Developer,Polcode Sp. z o.o.,"Remote, Warszawa, Kraków, Białystok",7 000 - 15 000 PLN,  React   JavaScript    CSS  ,Mid
BI Developer with Tableau,Lingaro ,Remote,,  Tableau  ,Mid
FullStack Developer (NodeJS & React),Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Node.js   React   JavaScript  ,Mid
DevOps Engineer (Azure),Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  C#  ,Mid
Senior Data Scientist,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Python  ,Mid
.Net Developer,Transition Technologies PSC S.A.,"Remote, Zielona Góra, Łódź i 2 więcej",,  .NET   ASP.NET  ,Mid
Mid/Senior React Frontend Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  React   JavaScript   HTML5  ,Mid
iOS Developer,PKO BP Finat,"Remote, Warszawa, Wrocław, Poznań",,  Swift   Git  ,Mid
Python Developer (API),Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Python  ,Mid
Java Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Java  ,Mid
Programista Java,Sygnity S.A.,Remote,13 000 - 18 000 PLN,  Java   PostgreSQL   PL/SQL  ,Mid
Fullstack Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   JEE   React  ,Mid
Frontend Developer Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  JavaScript   ReactJS   HTML  ,Mid
Java Developer ,Power Media,Szczecin,13 000 - 23 000 PLN,  Java   Hibernate   SQL  ,Mid
Application Operation,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Unix   Shell   Perl  ,Mid
Frontend Developer (React),Power Media,Katowice,16 000 - 33 500 PLN,  JavaScript     TypeScript   HTML5  ,Mid
Java Developer ,Power Media,"Remote, Kraków",,  Java   Agile   Spring Boot  ,Mid
Full Stack Developer,mBank,"Remote, Warszawa",,  .NET   C#   .NET Core  ,Mid
Wordpress Backend (PHP) Developer,Power Media,"Remote, Warszawa",,  WordPress   PHP  ,Mid
JavaScript Developer,Power Media,"Remote, Warszawa, Katowice",,  JavaScript   React     Angular  ,Mid
JavaScript Developer,PKO BP Finat,"Poznań, Warszawa",,  Javascript   HTML5   CSS3  ,Mid
JavaScript Developer/Graphic Designer ,Power Media,"Remote, Warszawa, Katowice",,  JavaScript    Photoshop   jQuery  ,Mid
Agile Project Manager,Power Media,Wrocław,,  Kanban   Scrum   ITIL  ,Mid
Analityk IT,PKO BP Finat,Warszawa,,  JIRA   Confluence  ,Mid
Java Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   J2EE   Spring  ,Mid
Power BI Developer ,Power Media,Katowice,,  Power BI  ,Mid
Java Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   REST   SOAP  ,Mid
Test Automation Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Java   C#  ,Mid
Network API Developer,T-Mobile Polska S. A.,Warszawa,,  Java   Go   Python  ,Mid
Data Egnineer,Power Media,"Remote, Kraków, Katowice",,  data mining   data analyst   SQL  ,Mid
JavaScript Developer,PKO BP Finat,"Poznań, Warszawa",,  Javascript   HTML5   CSS3  ,Mid
Analityk Biznesowy,Altar Sp. z o.o,Kielce,Znamy widełki,  lub ECM   UML   BPMN  ,Mid
Inżynier QA,Sii Polska,Gdańsk,,  C   C++   Git  ,Mid
Database Administrator,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice, Gdynia, Szczecin",,  PL/SQL   T-SQL   MS SQL  ,Mid
Analityk Biznesowy (IT),Adamed Pharma S.A.,"Remote, Kraków",8 000 - 12 000 PLN,  100% Remote ,Mid
Web Analyst,Gemini Polska,"Remote, Gdańsk",,  Google Data  ,Mid
Node.js Developer,Netizens,"Remote, Katowice",7 500 - 15 000 PLN,  Node.js   JavaScript   Express  ,Mid
Product Design (m/f/d),bookingkit GmbH,"Remote, Berlin",4 000 - 4 600 EUR,  B2B remote ,Mid
Backend DAM Engineer,Sigma IT Poland,"Remote, Wrocław",16 000 - 24 300 PLN,  Media production platform ,Mid
Full Stack Developer,Atos,"Remote, Wrocław",,  |JavaScript/TypeScript| |SQL| |Node.js| ,Mid
Javascript Developer,createIT,"Remote, Warszawa",,  Let’s get to work on your next project! ,Mid
Analityk biznesowy (FSM),Comarch ,Łódź,,  BPMN   UML  ,Mid
Node.js Developer ,Power Media,Remote,,  Node.js  ,Mid
C#/.NET Developer,Sollers Consulting,"Warszawa, Poznań, Lublin i 3 więcej",9 500 - 18 000 PLN,"  OOP, Java, Spring ",Mid
.NET Software Developer,Medius,"Remote, Kraków",14 000 - 20 000 PLN,  Medius ,Mid
React Developer (Mid/Senior),Power Media,"Remote, Wrocław",Znamy widełki,  React   HTML   CSS  ,Mid
Flutter Developer (Android/iOS),IT-solve,"Remote, Częstochowa, Warszawa",8 400 - 14 700 PLN,  Śr. czas pracy u nas to 4 lata! ,Mid
Test Developer - testy jednostkowe,Sii Polska,"Warszawa, Wrocław, Poznań i 9 więcej",,  Test Development ,Mid
Linux Platform Engineer,Power Media,Kraków,,  Linux   Python   VMWare ESXi  ,Mid
Java Geek - insurance cloud solutions,Sii Polska,"Remote, Gdańsk, Warszawa i 11 więcej",,  Java ,Mid
Java Developer ,Power Media,"Remote, Wrocław",,  Java 11   Spring   Redis  ,Mid
QA Automation Engineer,Klika Tech,"Remote, Wrocław",12 000 - 18 000 PLN,  Python   PyTest   REST API  ,Mid
QA Engineer and Automation- Java,XPERI Poland,Warszawa,,  great opportunity to grow ,Mid
Analityk Biznesowy,KRUK S.A.,Wrocław,, ,Mid
UI Designer,T-Mobile Polska S. A.,Warszawa,,  HTML   CSS  ,Mid
UX Researcher,T-Mobile Polska S. A.,Warszawa,, ,Mid
UX Designer,Bank Millennium,Warszawa,,  Azure  ,Mid
UX Designer,T-Mobile Polska S. A.,Warszawa,, ,Mid
UI Designer/Grafik,Bank Millennium,Warszawa,,  Photoshop  ,Mid
Test Engineer,Kincentric| A Spencer Stuart Company,Remote,,  REST   SOAP   BDD  ,Mid
Test Automation Engineer,Kincentric| A Spencer Stuart Company,Remote,11 500 - 15 000 PLN,  |C# / Java| |Visual Studio| |Selenium| ,Mid
Frontend Developer,Vimanet,"Kraków, Bielsko-Biała",11 000 - 19 000 PLN,  Team Mentoring ,Mid
AWS Software Engineer,Power Media,"Remote, Wrocław",,  AWS   TypeScript   JavaScript  ,Mid
Programista .NET,WEBCON,Kraków,Znamy widełki,  C#   .NET   MS SQL  ,Mid
Site Reliability Engineer,Hitachi Energy,Remote,15 000 - 18 000 PLN,  Linux   Docker   Kubernetes  ,Mid
Programista Java (e⁠-⁠government),Comarch ,"Kraków, Nowy Sącz, Tarnów i 2 więcej",,  Java  ,Mid
DevOps Engineer,Luxoft Poland,Remote,,  Azure   Azure   Bash  ,Mid
"DevOps Engineer (Python, Kubernetes)",Luxoft Poland,Remote,,  CI   Docker   ElasticSearch  ,Mid
Senior PMO,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Warszawa, Katowice, Gdynia",,  Excel   MS Office  ,Mid
Sybase Database Administrator,Luxoft Poland,Remote,, ,Mid
Software Developer,Luxoft Poland,Remote,,  Linux   Python   SQL  ,Mid
C#/.NET Core Developer,Bank Millennium,Warszawa,12 000 - 26 000 PLN,  .NET Core   MS SQL     Oracle   ,Mid
Java Software Engineer,Godel Technologies,"Łódź, Wrocław",10 000 - 17 000 PLN,  Java   Microservices   AWS  ,Mid
Analityk Biznesowo-Systemowy w Obszarze Systemu Kart Płatniczych i Mobilnych,Bank Millennium,Warszawa,,  SQL   Oracle Database   Windows  ,Mid
Area Expert Bankowości Elektronicznej,Bank Millennium,Warszawa,, ,Mid
Scrum Master,Gemini Polska,Gdańsk,,  Agile  ,Mid
Digital Product Owner,Bank Millennium,Warszawa,,  Scrum  ,Mid
Programista RPG,Bank Millennium,Warszawa,,  RPG   IBM  ,Mid
Fullstack Net & React Developer,Hitachi Energy,Kraków,12 000 - 18 000 PLN,  React   .NET   C#  ,Mid
Specjalista ds. Rozwoju Aplikacji Contact Center,Bank Millennium,Warszawa,,  Excel   SQL  ,Mid
BOT Designer,Bank Millennium,Warszawa,,  JavaScript  ,Mid
React Developer,Hitachi Energy,Kraków,12 000 - 18 000 PLN,  React  ,Mid
Embedded C Security Developer,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  C  ,Mid
Embedded C Developer,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  C  ,Mid
C# and WPF Developer,Hitachi Energy,Kraków,12 000 - 18 000 PLN,  C#   .NET   WPF  ,Mid
React Developer Warszawa,Bank Millennium,Warszawa,12 000 - 26 000 PLN,  React   Redux   HTML5  ,Mid
.NET Core Developer (Mid/Senior),Bank Millennium,Warszawa,12 000 - 26 000 PLN,  C#   .NET Core   REST  ,Mid
.NET Developer ,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  C#   .NET Core   PostgreSQL  ,Mid
Tester Aplikacji Webowych (Mid/Senior),Bank Millennium,Warszawa,,  JIRA   SQL  ,Mid
Analityk IT (Mid/Senior),Bank Millennium,Warszawa,,  MS SQL   UML   REST  ,Mid
Site Reliability Engineer,Hitachi Energy,"Remote, Kraków",8 000 - 14 000 PLN,  Git   Jenkins   Azure  ,Mid
 Analityk Systemowo-Biznesowy,Bank Millennium,Gdańsk,,  UML   BPMN   SoapUI  ,Mid
React Developer,Bank Millennium,Gdańsk,,  React   Redux   HTML5  ,Mid
Quality Assurance Engineer ,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  Python   Azure   PostgreSQL  ,Mid
Specjalista w Zespole Sieci LAN i WAN,Bank Millennium,Warszawa,, ,Mid
Administrator Systemów Backup & Storage,Bank Millennium,Warszawa,,  Unity   Linux   Windows  ,Mid
Configuration Management Engineer,Hitachi Energy,"Remote, Kraków",8 000 - 14 000 PLN,  Linux   Windows Server   Shell scripting  ,Mid
Specjalista ds. Audytu Procesów IT,Bank Millennium,Warszawa,, ,Mid
Symfony Full Stack Developer,Polcode Sp. z o.o.,"Remote, Warszawa, Kraków",7 000 - 16 000 PLN,  Symfony   PHP   MySQL  ,Mid
Front-end Developer (fin-tech team),ONWELO SA,"Remote, Warszawa, Kraków",14 000 - 21 000 PLN,  TypeScript   Angular   React  ,Mid
Programista .NET (Mid / Senior),Bank Millennium,Gdańsk,,  C#   .NET   .NET Core  ,Mid
Administrator Aplikacji,Bank Millennium,Gdańsk,,  Windows   Linux   CentOS  ,Mid
DevOps Engineer,Rumble Fish Software Development,Kraków,14 000 - 21 000 PLN,  AWS ,Mid
Embedded Linux Developer,Hitachi Energy,"Remote, Kraków",9 000 - 16 000 PLN,  C   Linux   Bash  ,Mid
Embedded C & Python Developer,Hitachi Energy,Kraków,10 000 - 16 000 PLN,  C    Python  ,Mid
Murex Developer,Luxoft Poland,Remote,, ,Mid
Python Developer,Apptension ,"Remote, Poznań",7 400 - 15 000 PLN,"  Django, Python, 2+ years ",Mid
Frontend Developer,Apptension ,"Remote, Poznań",7 400 - 15 000 PLN,"  React, Redux, 2+ years ",Mid
Software Engineer (JAVA),RTV EURO AGD,Warszawa,,  JAVA ,Mid
Architekt IT,RTV EURO AGD,Warszawa,,"  BPMN, Togaf, Archimate, Visual Paradigm ",Mid
Analityk Systemowo-Biznesowy,RTV EURO AGD,Warszawa,,"  BPMN, UML, Agile ",Mid
