Title,Company,Location,Salary,Skills,Experience level
Inżynier Systemowy / Devops,nazwa.pl ,"Remote, Kraków",Do 20 000 PLN,  Linux   Ansible   PostgreSQL  ,Mid
Tester Manualny,PKO BP Finat,Warszawa,,  JIRA  ,Mid
Senior Application Database Engineer,GSK Tech Global Centre in Poznan,Poznań,,  MS SQL   Oracle Database   MongoDB  ,Mid
Cloud Engineer,PKO BP Finat,"Remote, Warszawa",,  Azure   GCP   Kubernetes  ,Mid
Chapter Lead for Development,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Chapter Lead Application Administration,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
DevOps Cloud Engineer,ONWELO SA,Remote,19 200 - 24 000 PLN,  AWS   GCP   Azure  ,Mid
Database Engineer - Risk Quality,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Business Analyst - Digital Strategy & Architecture,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Java Software Support Engineer,CIsco,"Remote, Kraków",,  Java   Docker   Kubernetes  ,Mid
.NET Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  ASP.Net   C#    JavaScript  ,Mid
Software Engineer (Remote/Hybrid),CIsco,"Remote, Kraków",,  AWS   Java  ,Mid
Use Case Operations Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  UNIX   LINUX    SQL  ,Mid
Software Engineering Technical Leader (Remote/Hybrid),CIsco,"Remote, Kraków",,  AWS   Java  ,Mid
Junior/Mid Specialist in Model Validation,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Firmware Architect,Sii Polska,Gdańsk,,"  Firmware, Embedded ",Mid
ETL Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  ETL   Informatica  ,Mid
Scrum Master - Trade Finance,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Agile  ,Mid
Python Data Developer (Microservices),ONWELO SA,"Remote, Warszawa, Kraków",17 000 - 23 000 PLN,"  Python, Microservices, Kubernetes ",Mid
DevOps Engineer Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Kubernetes   CI   CD   ,Mid
Cloud Engineer (GCP),Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki,  Docker   Kubernetes   Bash  ,Mid
Full-Stack Java Developer ,ONWELO SA,"Remote, Warszawa, Lublin",9 000 - 18 900 PLN,  Java   TypeScript   JavaScript  ,Mid
Test Coordinator,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Azure  ,Mid
Python Developer with GCP,Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki,  Python   Kubernetes   Docker  ,Mid
Angular Developer,ONWELO SA,"Remote, Warszawa, Gdańsk",8 500 - 18 900 PLN,  JavaScript   TypeScript   Angular  ,Mid
"Fullstack Developer - React, Java - Commerzbank",Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  React   JavaScript     TypeScript  ,Mid
Java Developer for beOne,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java  ,Mid
Java Developer (Healthcare),ONWELO SA,"Remote, Warszawa, Lublin",11 000 - 14 000 PLN,  Java   Spring   Hibernate  ,Mid
Big Data Engineer – Hadoop,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Big Data   Hadoop   ETL  ,Mid
Java Developer Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   Spring   Hibernate  ,Mid
Front-end developer,ONWELO SA,"Remote, Warszawa, Gdańsk",9 000 - 18 900 PLN,  JavaScript   TypeScript   HTML  ,Mid
Automation tester Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Application Engineer Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  SQL   Unix   Linux  ,Mid
Node.js Developer,ONWELO SA,"Remote, Warszawa, Gdańsk",8 500 - 18 900 PLN,  Node.js   JavaScript   TypeScript  ,Mid
Oracle Administrator (DBS Operations),Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  SQL   Unix    Linux  ,Mid
IT Business Analyst,Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki, ,Mid
Security Analyst / Analityk SOC,Power Media,Wrocław,Znamy widełki, ,Mid
Database Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Oracle Database   PL/SQL   Shell scripting  ,Mid
Java Developer Backend,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   Spring  ,Mid
FrontEnd Developer,Edrone,"Remote, Kraków",,  JavaScript ,Mid
Ruby on Rails Developer,Polcode Sp. z o.o.,"Remote, Warszawa, Kraków, Białystok",7 000 - 18 000 PLN,  Ruby   Ruby on Rails   MySQL  ,Mid
Software engineer,ABB,Kraków,,"  Python, Azure ",Mid
QA Engineer (C#),ABB,Kraków,,  for Smart Buildings ,Mid
BI Developer,Power Media,Warszawa,,  Oracle SQL   PL/SQL   ETL  ,Mid
Full Stack .NET Developer,ABB,Kraków,,"  JavaScript/TypeScript, HTML 5, CSS React ",Mid
Architekt rozwiązań eCommerce,Power Media,"Remote, Wrocław",,  Magento     Shopware     Spryker   ,Mid
Java Software Engineer,Power Media,"Remote, Kraków",,  Java   Spring Boot  ,Mid
Programista Informatica PowerCenter,mBank,"Remote, Warszawa, Łódź",,  ETL  ,Mid
Java Developer ,Power Media,"Poznań, Wrocław",,  Java    Oracle   SQL Server  ,Mid
Java Developer ,Power Media,"Remote, Wrocław",,  Java    Spring Boot   Agile  ,Mid
Test Engineer,Sigma IT Poland,"Remote, Wrocław, Wrocław",15 400 - 21 000 PLN,  Cypress Test Automation  ,Mid
IT Systems Integration Specialist (Webservices),Power Media,"Warszawa, Kraków",,  SOAP   REST   API  ,Mid
IT Systems Integration Specialist (REST / SOAP),Power Media,"Warszawa, Kraków",,  SOAP   REST   API  ,Mid
Teradata Developer,Business Reporting Solutions,"Wrocław, Kraków, Poznań",19 200 - 28 800 PLN,"  Teradata, Linux/Unix, Shell ",Mid
IT Systems Integration Specialist (SQL),Power Media,"Warszawa, Kraków",,  SQL   T-SQL   PL/SQL  ,Mid
Java Software Developer,Power Media,Wrocław,,  Java    Spring   JUnit  ,Mid
Java Developer,Sii Polska,"Remote, Suwałki, Olsztyn i 7 więcej",,  Java   MS SQL   XML  ,Mid
Python Developer,Power Media,Wrocław,Znamy widełki,  Python   .NET  ,Mid
Java Developer,Sii Polska,"Remote, Gdańsk, Warszawa i 20 więcej",,  Java   SQL   MariaDB  ,Mid
ETL Developer,Lingaro ,Remote,,  T-SQL   MS SQL   Azure  ,Mid
Sustainability Business Analyst,Lingaro ,Remote,, ,Mid
Mid Full Stack Developer,TMS Poland Sp.zo.o.,"Łódź, Bytom",10 000 - 18 000 PLN,  C#/.NET ,Mid
Fullstack developer (.NET/React),mBank,"Remote, Warszawa, Łódź",,  C#   ASP.NET   .NET Core  ,Mid
System Administrator,Polcode Sp. z o.o.,"Remote, Warszawa, Kraków, Białystok",,  Linux   Windows   Docker  ,Mid
Test Engineer (Python),Motorola Solutions Systems Polska Sp.z.o.o,Kraków,,  Python  ,Mid
Frontend Developer,Power Media,Kraków,,  Angular     React     Vue   ,Mid
React Native Developer,Sofomo,"Remote, Wrocław",14 000 - 19 000 PLN,"  React Native, Remote or Wroclaw ",Mid
SAP Consultant,IPOPEMA Business Consulting,Warszawa,Znamy widełki,  ERP   SAP   S4HANA  ,Mid
Regular DevOps Engineer,HARMAN Connected Services Poland ,Remote,10 000 - 24 000 PLN,  DevOps ,Mid
Java Developer (Automotive),ONWELO SA,"Warszawa, Gdańsk",8 500 - 18 900 PLN,  Java   Spring   Hibernate  ,Mid
Technical Application Consultant,Power Media,Wrocław,,  SQL  ,Mid
JSE/JEE Developer (Automotive),ONWELO SA,"Warszawa, Gdańsk, Lublin",8 500 - 18 900 PLN,  Java SE   Docker   OpenShift  ,Mid
Business Intelligence Analyst,ONWELO SA,Remote,13 000 - 17 000 PLN,"  QlikSense, SQL, Alteryx, IBM Cognos ",Mid
Graphics Software Developer,Luxoft Poland,Gdańsk,,  C   C++   Linux  ,Mid
Release and Integration Engineer,Luxoft Poland,"Gdańsk, Wrocław",,  Bash   CI   Git  ,Mid
Managed File Transfer (MFT) Analyst with Axway Secure,Luxoft Poland,Kraków,,  Azure   Azure   Bash  ,Mid
Data Analyst/ Data Modeller,Luxoft Poland,Remote,,  Java   NoSQL   Python  ,Mid
Project Manager,Luxoft Poland,Warszawa,,  Agile  ,Mid
Project Manager/PMO,Luxoft Poland,Remote,,  Agile   Foundation  ,Mid
Environment Support Engineer,Luxoft Poland,Kraków,,  AWS   Azure   Azure  ,Mid
SNOW Developer,Luxoft Poland,Remote,,  JavaScript  ,Mid
Release / Project Manager,Luxoft Poland,Kraków,,  JIRA  ,Mid
Java Software Engineer,Luxoft Poland,Kraków,,  Agile   JSON   Java  ,Mid
DevOps Engineer,Luxoft Poland,Remote,,  Azure   Azure   Bash  ,Mid
DevOps Engineer,Luxoft Poland,Kraków,,  Git  ,Mid
Java / DevOps Engineer,Luxoft Poland,Kraków,,  Agile   CI  ,Mid
QA Automation Engineer,Luxoft Poland,Kraków,,  SQL   Selenium  ,Mid
Java / FA,Luxoft Poland,Kraków,,  Agile   CI  ,Mid
Test automation Engineer Selenium (Python or Typescript),Luxoft Poland,Remote,,  CI   Python   Selenium  ,Mid
Solution Architect,Luxoft Poland,Remote,,  AWS   C   C++  ,Mid
IT Business Analyst CCAR,Luxoft Poland,"Remote, Kraków",,  Agile   Confluence   Excel  ,Mid
Service Analyst with Automation,Luxoft Poland,Kraków,,  ELK   JIRA  ,Mid
Analityk ds. analiz i optymalizacji procesów / process mining,mBank,"Remote, Warszawa",,  Python   Power BI  ,Mid
Azure IoT Developer (C#/.Net),Luxoft Poland,Remote,,  .NET   Azure   Azure  ,Mid
Regular Software developer,Luxoft Poland,Wrocław,,  C++   Git   Python  ,Mid
iOS Developer,7N,Remote,21 800 - 26 800 PLN,  Swift   Objective-C   Xcode  ,Mid
DevOps Engineer,Luxoft Poland,Wrocław,,  Azure   Agile   Ansible  ,Mid
Business Analyst,Luxoft Poland,Kraków,,  Agile   Confluence   JIRA  ,Mid
Ruby Developer,Sofomo,"Remote, Wrocław",12 000 - 21 000 PLN,  #Ruby on Rails #Remote ,Mid
Software Developer (CUDA),Luxoft Poland,Remote,,  C++   Python  ,Mid
Technical Project Manager/ Release Manager,Luxoft Poland,Remote,,  Agile  ,Mid
Backend DAM Engineer,Sigma IT Poland,"Remote, Wrocław",16 000 - 24 300 PLN,  Media production platform ,Mid
Analytics Product Data Analyst,Luxoft Poland,Remote,,  JSON   Java   SQL  ,Mid
Regular Project Management Officer,Luxoft Poland,Kraków,, ,Mid
Specjalista IT/Data Engineer,Toyota,"Wałbrzych, Jelcz Laskowice",8 500 - 10 000 PLN,  MySQL   Azure   AWS  ,Mid
Business Analyst,Luxoft Poland,Kraków,,  Agile   JIRA   SQL  ,Mid
PostgreSQL Administrator,Luxoft Poland,Wrocław,,  PostgreSQL   Python   Shell  ,Mid
PHP Web Developer (m/f/d),bookingkit GmbH,"Remote, Berlin",20 000 - 23 000 PLN,  PHP   Laravel   REST  ,Mid
1st Line Support Engineer (German+English),Luxoft Poland,"Kraków, Wrocław",, ,Mid
Data Engineer,Luxoft Poland,"Remote, Kraków",,  AWS   Azure   Agile  ,Mid
DevOps Engineer in Middleware team,Be | Shaping the Future Poland,"Remote, Warszawa",24 000 - 28 000 PLN,  Ansible   Docker   Tomcat  ,Mid
Murex Back Office Support Consultant,Luxoft Poland,Remote,,  Exchange  ,Mid
Murex Back Office Support Consultant,Luxoft Poland,Remote,,  Exchange  ,Mid
DevOps Engineer,Sii Polska,"Remote, Kraków, Warszawa i 12 więcej",,  Linux   Git   Bash  ,Mid
DevOps Engineer,Luxoft Poland,"Remote, Kraków",,  Azure   Azure   Docker  ,Mid
Endpoint Automation Engineer,Luxoft Poland,"Remote, Wrocław",,  Ansible   Bash   Chef  ,Mid
Programista C++,Asseco Poland S.A.,Wrocław,Znamy widełki,  C   C++   SQL  ,Mid
Project Manager,Luxoft Poland,Remote,, ,Mid
Native Native Android Developer for Mobile Banking,Luxoft Poland,Wrocław,,  Android   Java  ,Mid
Java Developer,PKO BP Finat,"Remote, Warszawa",,  Java 11   Maven   Spring Boot  ,Mid
Murex CTB Consultant,Luxoft Poland,Warszawa,,  Exchange   SQL   Shell  ,Mid
Murex BAU Support Analyst,Luxoft Poland,Warszawa,,  Java   Linux   Unix  ,Mid
C# Software Engineer,Power Media,Wrocław,,  C#   .NET   Oracle Database  ,Mid
PAM Windows System Engineer,Luxoft Poland,Remote,,  Azure   Azure  ,Mid
Azure Data Bricks and Python/Java Engineer,Luxoft Poland,Kraków,,  Azure   Azure   CI  ,Mid
Software Architect ,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  cybersecurity products ,Mid
Java Developer with AWS,Luxoft Poland,"Remote, Wrocław",,  AWS   Java   Kafka  ,Mid
DevOps Engineer,Luxoft Poland,"Remote, Kraków",,  Azure   Azure   PowerShell  ,Mid
Business Intelligence Analyst,KPMG w Polsce ,"Remote, Warszawa",,  MySQL   Power BI  ,Mid
UI Developer,Luxoft Poland,Remote,,  Angular   Bash   CSS  ,Mid
UI Developer,Luxoft Poland,Remote,,  Java   JavaScript   React  ,Mid
Front-end Developer,ONWELO SA,"Remote, Kraków, Warszawa",14 000 - 21 000 PLN,  JavaScript   TypeScript   Angular  ,Mid
Agile Coach,Luxoft Poland,"Remote, Wrocław",,  Agile  ,Mid
C/C++ Developer,Luxoft Poland,Wrocław,,  Agile   C   C++  ,Mid
Java Developer/Trainer,Sapiens Software Solutions Poland Sp. z o.o. ,Remote,,  java   MS SQL   JavaScript  ,Mid
Haskell Developer,Luxoft Poland,"Remote, Warszawa",,  Haskell  ,Mid
Business Analyst,Luxoft Poland,Wrocław,,  SQL  ,Mid
Data Scientist,Edrone,"Remote, Kraków",10 000 - 13 000 PLN,  Python ,Mid
iOS developer (Mobile),Luxoft Poland,Warszawa,,  AppCode   CocoaPods   Git  ,Mid
Implementation Consultant,Smart4Aviation,"Remote, Kraków, Gdańsk",Znamy widełki,  SQL  ,Mid
Software Developer - Java ,Transporeon,Kraków,,  Java   Angular   PostgreSQL  ,Mid
Experienced Java Software Engineer ,Transporeon,Kraków,,  Java    Angular  ,Mid
Specjalista ds. Systemów Biznesowych (Full-Stack Developer),Adamed Pharma S.A.,Pabianice,6 000 - 9 200 PLN,"  PHP, JavaScript, CSS, HTML ",Mid
Professional Software Developer Java/GWT/Angular ,Transporeon,Kraków,,  Java   Angular   Spring  ,Mid
ETL Developer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Łódź, Gdynia, Szczecin",,  ETL   SQL  ,Mid
JavaScript Full Stack Developer (Mid/Senior),Vazco,"Remote, Wrocław",12 000 - 23 000 PLN,  JavaScript   React   MongoDB  ,Mid
Application Support Analyst,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice",, ,Mid
Migration Developer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Łódź, Katowice, Gdynia",,  ETL   SQL  ,Mid
Project Manager / SDM,Diebold Nixdorf,Katowice,,  Agile  ,Mid
Migration Analyst,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Warszawa, Gdynia",,  #migrationanalyst ,Mid
Middleware Specialist,Kyndryl,Remote,,  WebSphere   JBoss   Tomcat  ,Mid
Product Architect - Consumer Relations,GSK Tech Global Centre in Poznan,Poznań,,  Salesforce  ,Mid
Front-end Developer,Sii Polska,"Remote, Gdańsk, Warszawa i 11 więcej",,  Front-end ,Mid
Software Engineer (.NET),Diebold Nixdorf,Katowice,Znamy widełki,  C#   .NET   SQL  ,Mid
Fullstack - .NET / Angular / React,Diebold Nixdorf,Katowice,Znamy widełki,  C#   .NET   Angular  ,Mid
Scalepoint Scrum Master,Sii Polska,Gdańsk,,  Scalepoint ,Mid
Security Solutions Engineer,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
Fullstack Developer - Angular,Diebold Nixdorf,"Remote, Katowice",,  .NET   Angular   HTML  ,Mid
PHP Developer,Sii Polska,"Gdańsk, Białystok, Bydgoszcz i 10 więcej",8 000 - 18 000 PLN,  PHP ,Mid
Report Developer,TMS Poland Sp.zo.o.,"Łódź, Bytom",,  MS SQL Reporting Services (SSRS) ,Mid
Architekt Systemowy,Grupa PZU,Remote,,  Systemy klasy enterprise ,Mid
Java Developer - AWS/Azure,Sii Polska,"Gdańsk, Białystok, Bydgoszcz i 10 więcej",,  Developer ,Mid
Business Expert - Risk Quality,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Test Automation Engineer (Regression Tests),Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Linux Platform Engineer,Power Media,Kraków,,  Linux   Python   VMWare ESXi  ,Mid
Java / BPM Software Developer - Risk Quality,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   Maven   Spring Boot  ,Mid
NiFi DevOps Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Android Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Android  ,Mid
.Net Developer with WPF,Transition Technologies PSC S.A.,"Remote, Łódź, Zielona Góra i 3 więcej",,  WPF ,Mid
Front End Engineer with React or Angular,project44,"Remote, Kraków, Amsterdam i 3 więcej",,  React   JavaScript  ,Mid
Android Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Android  ,Mid
Tester Automatyzujący,Transition Technologies PSC S.A.,"Wrocław, Łódź, Poznań i 3 więcej",,  SQL  ,Mid
(Senior) Software and Test Engineer ,ASSA ABLOY,"Zabierzów, Kraków",,"  Test automation, continuous development ",Mid
NiFi Data Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
React Mid Developer,Sofomo,Remote,9 000 - 14 000 PLN,  React ,Mid
Tester,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Python   SQL  ,Mid
Fullstack Developer - Angular,Diebold Nixdorf,"Remote, Katowice",,  .NET   Angular   HTML  ,Mid
Fullstack Developer - React,Diebold Nixdorf,"Remote, Katowice",,  React   ASP.NET   Docker  ,Mid
Frontend Vue.js Developer,Amsterdam Standard Sp. z o.o.,"Remote, Kraków, Wrocław, Rzeszów",9 000 - 16 000 PLN,  |Vue.js| |React/Angular| |BEM| ,Mid
Frontend Developer,Grupa Maspex Sp. z o.o.,"Remote, Warszawa, Wadowice",Znamy widełki,  JavaScript   HTML5   CSS3  ,Mid
Backend Developer,Grupa Maspex Sp. z o.o.,"Remote, Warszawa, Wadowice",Znamy widełki,  JavaScript   Node.js   Python  ,Mid
Python Mid Developer,Sofomo,"Remote, Wrocław",10 000 - 16 000 PLN,  Django ,Mid
Node Developer,Sofomo,"Remote, Wrocław",10 000 - 19 000 PLN,  Node.js  ,Mid
Android Developer,Trineo Sp. z o.o.,"Remote, Gdynia",,  Kotlin   Android   Java  ,Mid
PHP Developer,Sofomo,"Remote, Wrocław",7 000 - 14 000 PLN,  PHP ,Mid
Data Engineer,C&F,"Remote, Warszawa",10 000 - 18 000 PLN,  ETL ,Mid
Full Stack Web Developer,Skytek Ltd,Remote,,"  Java, C#, C, JavaScript, HTML5, DOM, CSS ",Mid
DevOps Engineer (junior/mid) - remote,Power Media,"Remote, Kraków",,  Python  ,Mid
DevOps Engineer,Kredyt Inkaso SA,"Lublin, Warszawa, Wrocław, Gdańsk",14 000 - 17 000 PLN,  DevOps ,Mid
Application Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Unix    Linux   SQL  ,Mid
IT Project Manager,createIT,"Remote, Warszawa",,  Let’s get to work on your next project! ,Mid
Software Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  SQL   ETL  ,Mid
Application & System Administrator,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  SQL   Oracle  ,Mid
Business Analyst with German,Power Media,"Wrocław, Poznań",, ,Mid
Application Engineer - Linux/Unix,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Agile   Linux   Solaris  ,Mid
IT Analyst,Kredyt Inkaso SA,"Lublin, Warszawa, Wrocław",5 000 - 8 000 PLN,  Analityk ,Mid
Java Developer ,Grupa PZU,Warszawa,,  mikroserwisy ,Mid
ServiceNow Developer	,Sii Polska,Remote,15 000 - 21 000 PLN,  ServiceNow   JavaScript   Angular  ,Mid
Regular Application Administrator,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Linux   Unix   Windows Server  ,Mid
Automation Tester Java,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Selenium   Java   Oracle Database  ,Mid
Senior Python Backend Developer,Adamed Pharma S.A.,Warszawa,14 000 - 21 000 PLN,  Python ,Mid
Backend Java Developer,PKO BP Finat,"Poznań, Warszawa",,  Java   Spring Boot  ,Mid
React Developer (Mid/Senior),Power Media,"Remote, Wrocław",Znamy widełki,  React   HTML   CSS  ,Mid
Java Developer (Mid),Grupa PZU,"Remote, Warszawa",,  Mikroserwisy/Scrum/DevOps ,Mid
Test Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",, ,Mid
Administrator Systemów Linux,nazwa.pl ,Remote,,  MySQL   PostgreSQL   Bash  ,Mid
Administrator Systemów Linux,nazwa.pl ,Rzeszów,,  Linux   MySQL   PostgreSQL  ,Mid
Linux Platform Engineer,Power Media,Kraków,,  Linux   Python   VMWare ESXi  ,Mid
Business Analyst with German,Power Media,"Wrocław, Poznań",, ,Mid
DevOps Engineer,Luxoft Poland,Remote,,  CMAKE   Linux  ,Mid
Kotlin Developer,Luxoft Poland,Wrocław,,  Angular   CSS   Confluence  ,Mid
Mid Python Backend Developer,Adamed Pharma S.A.,Warszawa,9 000 - 15 000 PLN,  Python ,Mid
Data Engineer,Luxoft Poland,Remote,,  Azure   Azure   Big Data  ,Mid
Development Engineer,Luxoft Poland,Remote,,  Angular   JavaScript  ,Mid
Calypso Business Analyst,Luxoft Poland,Warszawa,,  BPMN   UML  ,Mid
BI/DWH Developer,Luxoft Poland,"Remote, Wrocław",,  Power BI   SQL  ,Mid
Business Process Automation Engineer,Luxoft Poland,Remote,,  BPMN   Java   JavaScript  ,Mid
Portfolio Analyst,Luxoft Poland,"Warszawa, Wrocław",,  Excel   SharePoint  ,Mid
Business Analyst,Luxoft Poland,Remote,,  UML  ,Mid
Product Owner,Luxoft Poland,Remote,, ,Mid
IT Architect - Data Warehouse for Regulatory Reporting,Luxoft Poland,Kraków,,  ETL   MS SQL   SQL  ,Mid
ETL Developer - Data Warehouse for Regulatory Reporting,Luxoft Poland,Kraków,,  Agile   Bamboo   Bash  ,Mid
Tester - Data Warehouse for Regulatory Reporting,Luxoft Poland,Kraków,,  Agile   Confluence   Excel  ,Mid
Test Manager/IT Analyst - Data Warehouse for Regulatory Reporting,Luxoft Poland,"Kraków, Warszawa",,  ETL   SQL  ,Mid
IT Analyst - Data Warehouse for Regulatory Reporting,Luxoft Poland,"Warszawa, Kraków",,  ETL   SQL  ,Mid
DevOps/Solaris Engineer,Luxoft Poland,Kraków,,  Bash   Python   Shell  ,Mid
Regular QA Automation,Luxoft Poland,Remote,,  REST   SQL  ,Mid
QA Automation Engineer,Luxoft Poland,Remote,,  Agile   Appium   Cucumber  ,Mid
Full-Stack Developer,Luxoft Poland,Kraków,,  Agile   CI   CSS  ,Mid
Full Stack Developer,Luxoft Poland,Kraków,,  Angular   CI   CSS3  ,Mid
IT Security Business Analyst,Luxoft Poland,"Kraków, Wrocław",,  SQL   Unix   Windows  ,Mid
Appian developer,Luxoft Poland,Remote,,  Agile   CSS   HTML  ,Mid
Regular + C++ and Python Developer,Luxoft Poland,Remote,,  C++   Linux   Python  ,Mid
Solution/Analytics Architect,Luxoft Poland,Remote,,  AWS   Agile   Big Data  ,Mid
IT Administrator,Luxoft Poland,Kraków,,  Linux   Windows  ,Mid
Data Modeller/Engineer (PowerBI),Luxoft Poland,Remote,,  Power BI   SQL  ,Mid
Android Developer,Luxoft Poland,Warszawa,,  Android   Android SDK   Android Studio  ,Mid
Consultant / Functional Analyst,Luxoft Poland,Warszawa,, ,Mid
Fullstack Developer (Java+DevOps),Luxoft Poland,Kraków,,  Java  ,Mid
GPU Graphics Software Optimization Engineer,Luxoft Poland,Gdańsk,,  C   C++  ,Mid
Regular C++ engineer (compiler),Luxoft Poland,"Remote, Gdańsk",,  C   C++  ,Mid
Data Engineer,Luxoft Poland,Remote,,  Azure   Azure   Big Data  ,Mid
Cloud Engineer/DevOps Engineer,ZF Group ,"Łódź, Częstochowa",10 000 - 20 000 PLN,"  Docker, Kubernetes, OpenShift, Quay ",Mid
IT Business Analyst,Luxoft Poland,"Kraków, Wrocław",,  Agile   BDD  ,Mid
C# .Net Backend Developer with Azure,Luxoft Poland,Remote,,  .NET   Azure   Azure  ,Mid
Specjalista ds. rozwoju i utrzymania sieci,Pentacomp Systemy Informatyczne,Warszawa,Znamy widełki, ,Mid
IT Business Analyst,Luxoft Poland,Kraków,,  Windows   Windows Server  ,Mid
Project Manager\Scrum Master for a large FinTech Program,Luxoft Poland,Remote,,  Agile   CI   JIRA  ,Mid
Programista .NET,Pentacomp Systemy Informatyczne,"Remote, Warszawa",Znamy widełki,  C#   .NET   React.js   ,Mid
IT Security Project Manager,Luxoft Poland,"Kraków, Wrocław",,  Agile   Excel  ,Mid
Project Manager\Scrum Master for a large FinTech Program,Luxoft Poland,Remote,,  Agile   CI   JIRA  ,Mid
Python Software Engineer (Mid/Senior),REVOLUT,"Remote, Kraków",12 000 - 25 000 PLN,  Possibility working abroad (60days/year) ,Mid
DevOps Engineer,Luxoft Poland,"Remote, Wrocław",,  Bash   CI   Jenkins  ,Mid
Web Engineer (Azure WebApps),Luxoft Poland,Remote,,  Azure   Azure   Chef  ,Mid
Java Backend Engineer (Mid/Senior),REVOLUT,"Remote, Kraków",20 000 - 30 000 PLN,  Possibility working abroad (60days/year) ,Mid
Development Engineer (Software & System hybrid),Luxoft Poland,Remote,,  Azure   Azure   Chef  ,Mid
Agile Coach,Luxoft Poland,Remote,,  Agile   Confluence   JIRA  ,Mid
Data Engineer,Pentacomp Systemy Informatyczne,Warszawa,Znamy widełki,  MS SQL   ETL   T-SQL  ,Mid
DevOps with Windows Administration,Luxoft Poland,Remote,,  Azure   Azure  ,Mid
Java Developer,Luxoft Poland,Remote,,  CSS   Java   Linux  ,Mid
Frontend Angular Developer,Cobiro A/S,"Remote, Warszawa",12 000 - 18 000 PLN,  Angular   Bootstrap   Jasmine  ,Mid
DevOps Specialist,Luxoft Poland,Remote,,  Agile   Ansible   Confluence  ,Mid
DevOps Engineer with ML experience (MLOps),Luxoft Poland,Remote,,  CI   Docker   Jenkins  ,Mid
