Title,Company,Location,Salary,Skills,Experience level
Service Desk Manager,Sapiens Software Solutions Poland Sp. z o.o. ,"Katowice, Gdynia",,  ITIL   ServiceNow  ,Senior
Regular/Senior Java Developer,Luxoft Poland,Remote,,  CI   Java   Spring  ,Senior
Senior C# developer,Luxoft Poland,Remote,,  Agile   C#   Windows  ,Senior
"Java Developer, Reporting Services",DataArt,"Remote, Wrocław, Lublin, Kraków",15 000 - 22 000 PLN,  Java   Spring  ,Senior
Lead Solution Architect,Luxoft Poland,Remote,,  AWS   Agile   NoSQL  ,Senior
Senior Report (Power BI) Developer,Luxoft Poland,Remote,,  Power BI  ,Senior
"AWS DevOps Engineer, Mortgage Provider",DataArt,"Remote, Wrocław, Lublin, Kraków",15 000 - 24 000 PLN,  AWS   Kubernetes  ,Senior
Senior .NET Developer,Luxoft Poland,Remote,,  .NET   AWS   Docker  ,Senior
Regular/Senior C# Developer with Java,Luxoft Poland,Remote,,  .NET   C#   Java  ,Senior
"Blockchain Developer, Border Payment Platform",DataArt,"Remote, Wrocław, Lublin, Kraków",,  Java   Kubernetes   Docker  ,Senior
"Senior QA engineer (SQL, asset classes)",Luxoft Poland,Remote,,  Confluence   JIRA   SQL  ,Senior
Senior C++ Developer,Luxoft Poland,Remote,,  Agile   C++   Git  ,Senior
Senior Android Developer,Storm Ideas,Remote,22 000 - 30 000 PLN,  | Kotlin / Java | ,Senior
Java Tech Lead,Luxoft Poland,Kraków,,  Agile   Angular   CSS3  ,Senior
Senior FullStack Developer,Luxoft Poland,Remote,,  .NET   .NET Core   AWS  ,Senior
Senior React Developer ,Storm Ideas,Remote,22 000 - 30 000 PLN,  |React| |Rest APIs| |Git| ,Senior
Senior GPU Engineer,Luxoft Poland,Gdańsk,,  C   C++   Windows  ,Senior
Senior DevOps Engineer,Luxoft Poland,Remote,,  AWS   CI   Docker  ,Senior
QA Tester ,Vimanet,"Remote, Kraków, Bielsko-Biała",6 000 - 14 000 PLN,  Manual Testing   Test Automation   Rest API  ,Senior
Senior Architect,Luxoft Poland,Remote,,  AWS   Big Data   ETL  ,Senior
Senior Scrum Master,Luxoft Poland,Kraków,,  Agile  ,Senior
Project Manager Team Leader,Storm Ideas,Remote,17 000 - 20 000 PLN,  |Agile| |JIRA| ,Senior
Senior .Net Developer,Luxoft Poland,Warszawa,,  .NET   C#   MS SQL  ,Senior
Senior FullStack Developer (Python/Java/Scala),Luxoft Poland,Remote,,  Big Data   Java   Linux  ,Senior
Lead QA Engineer,Storm Ideas,Remote,17 000 - 22 000 PLN,  |JavaScript| |Selenium|  ,Senior
"Regular/Senior Simulation Developer (C++, Python)",Luxoft Poland,Wrocław,,  C++   Python  ,Senior
Murex Senior Integration Developer,Luxoft Poland,Warszawa,,  Agile   JIRA   SQL  ,Senior
Senior .NET Developer ,Storm Ideas,Remote,22 000 - 30 000 PLN,  |C#| |.NET Core| ,Senior
Senior Java Developer,Luxoft Poland,Kraków,,  Hibernate   Java   SQL  ,Senior
Regular/Senior C++ Embedded Software Developer,Luxoft Poland,"Gdańsk, Wrocław",,  C++   Linux  ,Senior
Senior Frontend Developer,Storm Ideas,Remote,22 000 - 30 000 PLN,  |HTML| |CSS| |JavaScript| ,Senior
Senior BigData (Java/Scala/Python) Engineer,Luxoft Poland,Remote,,  Java   Kafka   NoSQL  ,Senior
Senior Embedded Android Engineer,Luxoft Poland,Remote,,  Android   Gerrit   Git  ,Senior
Engineering Manager,Storm Ideas,Remote,24 000 - 31 000 PLN,  |C#| |JavaScript/React| ,Senior
Senior Business Intelligence Analyst w Zespole Data Intelligence Solutions,KPMG w Polsce ,"Remote, Warszawa",18 000 - 22 000 PLN,  Power BI   MS SQL  ,Senior
Senior Azure Data Engineer w zespole Data Intelligence Solutions,KPMG w Polsce ,"Remote, Warszawa",18 000 - 22 000 PLN,  Azure   MySQL  ,Senior
Fullstack Node.js Developer,Digital Colliers,Remote,16 000 - 30 000 PLN,  JavaScript   Node.js   React  ,Senior
Senior Golang Engineer,Digital Colliers,Remote,16 000 - 30 000 PLN,  Go   AWS   REST  ,Senior
Senior Project Manager,GSK Tech Global Centre in Poznan,Poznań,, ,Senior
Senior Fullstack Developer,Digital Colliers,Remote,16 000 - 30 000 PLN,  JavaScript   React   Node.js  ,Senior
Senior React Native Developer,Digital Colliers,Remote,16 000 - 30 000 PLN,  JavaScript   React Native   GraphQL  ,Senior
.NET Developer,ASSA ABLOY,"Zabierzów, Kraków",,"  Continuous development, .NET/C#  ",Senior
Senior Node.js Developer,Digital Colliers,Remote,16 000 - 30 000 PLN,  JavaScript   Node.js   GraphQL  ,Senior
Java Tech Lead,Luxoft Poland,Remote,,  Crucible   Git   Hibernate  ,Senior
Senior Java Software Engineer,Luxoft Poland,Kraków,,  Java   SQL   Spring  ,Senior
Senior Solutions Architect (.NET),Luxoft Poland,Remote,,  .NET   Azure   Azure  ,Senior
Senior Big Data Developer (with Python),Luxoft Poland,Remote,,  Agile   Python   SQL  ,Senior
Senior iOS Developer,Bank Millennium,Warszawa,12 000 - 26 000 PLN,  Swift   Objective-C   Xcode  ,Senior
Regular/Senior .Net Developer,Luxoft Poland,Remote,,  .NET   C#   CI  ,Senior
Senior Software Developer with C#,Luxoft Poland,Remote,,  C#   JavaScript  ,Senior
Cloud Technical Architect,Blue Yonder,Warszawa,,  Join us to fulfill your Potential!  ,Senior
ClientData Senior NLP / AI Data Scientist with Python,Luxoft Poland,Remote,,  Agile   Confluence   Git  ,Senior
Senior Java Developer,Luxoft Poland,"Remote, Warszawa",,  Java   Linux  ,Senior
Unix Administrator (Infra Run),Be | Shaping the Future Poland,Warszawa,16 800 - 23 500 PLN,  Linux   Shell   Unix  ,Senior
Senior Java Developer,Luxoft Poland,Warszawa,,  Java  ,Senior
Senior Java Developer,Luxoft Poland,"Remote, Kraków",,  Bamboo   Git  ,Senior
Network Support Engineer,Be | Shaping the Future Poland,Warszawa,Do 23 500 PLN,  CCNA   CCNP  ,Senior
Senior java developer,Luxoft Poland,"Remote, Kraków",,  TDD   Agile   BDD  ,Senior
Senior DevOps Engineer (C++ / build systems),Luxoft Poland,Gdańsk,,  Bash   CI   Docker  ,Senior
Senior Oracle DBA (RUN),Be | Shaping the Future Poland,Warszawa,Do 23 500 PLN,  Oracle Database  ,Senior
Senior Solution Architect,Luxoft Poland,Remote,,  AWS   Agile   NoSQL  ,Senior
Senior Data Engineer,Luxoft Poland,Remote,,  Azure   Apache   Azure  ,Senior
DevOps Engineer,Be | Shaping the Future Poland,"Remote, Warszawa",22 400 - 25 600 PLN,  RedHat Linux   Perl   Bash  ,Senior
Senior Java Developer,Luxoft Poland,Kraków,,  Bamboo   Git  ,Senior
Senior DevOps Engineer,Luxoft Poland,Kraków,,  Agile   CI  ,Senior
SQL Database Administrator,Kyndryl,Remote,,  MS SQL   Windows Server   PowerShell  ,Senior
Regular/Senior QA Manual (with automation skills),Luxoft Poland,"Remote, Kraków",,  Agile   JIRA  ,Senior
Senior Java Developer,Luxoft Poland,"Remote, Warszawa",,  Agile   Hadoop   JPA  ,Senior
Ansible Engineer,Be | Shaping the Future Poland,"Remote, Warszawa",17 000 - 24 000 PLN,  Windows   Ansible   Linux  ,Senior
Senior Java Developer,Luxoft Poland,Remote,,  Docker   Java   Jenkins  ,Senior
Regular/Senior Integration SW Developer,Luxoft Poland,Remote,,  Bash   C++   Python  ,Senior
Senior Oracle Database Administrator [REMOTE],Kyndryl,"Remote, Wrocław, Kraków, Katowice",,  Oracle Database   MS SQL   LINUX  ,Senior
Azure Analytics Architect Lead,Luxoft Poland,Remote,,  Azure   Azure   ETL  ,Senior
Senior C# Developer,Luxoft Poland,Wrocław,,  C#   MS SQL   SQL  ,Senior
SAP Cloud Solution Leader,Kyndryl,"Remote, Wrocław",Znamy widełki,  HANA   ECC   NetWeaver  ,Senior
Senior DevOps Engineer,Luxoft Poland,Wrocław,,  Ansible   Bash   Docker  ,Senior
[Markets Technology] Senior JavaScript Developer,Luxoft Poland,"Remote, Warszawa",,  Angular   CI   CSS  ,Senior
Technical Lead with Java,Luxoft Poland,Remote,,  Agile   BDD   Java  ,Senior
Lead Full Stack Developer,Luxoft Poland,Gdańsk,,  Angular   Git  ,Senior
Senior Technical Business Analyst with Automation background,Luxoft Poland,"Kraków, Wrocław",,  Agile   BDD   Python  ,Senior
Senior Java developer,Luxoft Poland,"Remote, Kraków",,  Angular   Java   JavaScript  ,Senior
Senior Java developer,Luxoft Poland,"Kraków, Wrocław",,  C   C++  ,Senior
Senior DevOps Engineer,Luxoft Poland,"Remote, Kraków",,  Git   Jenkins   Linux  ,Senior
Senior Murex Datamart/MxML Production Support,Luxoft Poland,Remote,,  SQL   Unix  ,Senior
Senior Automation QA Engineer,Luxoft Poland,Kraków,,  BDD   Python   REST  ,Senior
Senior Automation Tester,Luxoft Poland,Remote,,  BDD   Cucumber   Java  ,Senior
Senior IT Project Management Officer,Luxoft Poland,Remote,,  Confluence   JIRA  ,Senior
Senior Manual QA Engineer,Luxoft Poland,Wrocław,,  Git   Linux   Unix  ,Senior
Senior Autosar Engineer,Luxoft Poland,Remote,,  C   C++   RTOS  ,Senior
Senior Network Engineer,Luxoft Poland,Warszawa,, ,Senior
Senior Cards Developer,Luxoft Poland,Remote,,  Java   SQL  ,Senior
Senior Cloud Developer,Luxoft Poland,"Remote, Kraków",,  Azure   Azure   Java  ,Senior
Senior Data Engineer,Luxoft Poland,Remote,,  Azure   Agile   Azure  ,Senior
Senior DevOps Engineer (with Azure),Luxoft Poland,Remote,,  Azure   Ansible   Azure  ,Senior
Senior Data Scientist,Luxoft Poland,Remote,,  ETL  ,Senior
Tech Lead - Camera Data Provider,Luxoft Poland,Remote,,  C++   Linux  ,Senior
Senior Scala Developer,Luxoft Poland,Wrocław,,  BDD   Git   Kafka  ,Senior
Cloud Operation Manager,Sapiens Software Solutions Poland Sp. z o.o. ,Remote,,  JIRA  ,Senior
Senior Project Manager,Luxoft Poland,Remote,,  Agile  ,Senior
Senior Java Developer,Luxoft Poland,Remote,,  Java  ,Senior
Senior Java Developer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Łódź",,  Java   MS SQL   Spring  ,Senior
Technical Team Leader,Sapiens Software Solutions Poland Sp. z o.o. ,Remote,,  Java   EJB   MS SQL  ,Senior
Senior Enterprise Software Program Manager ,Hitachi Energy,Kraków,14 000 - 20 000 PLN,  Agile   JIRA   Confluence  ,Senior
IT Security Manager  (IT Security in IT project management)/ Menadżer d/s bezpieczeństwa IT w projektach wdrożeniowych,KPMG w Polsce ,Warszawa,20 000 - 25 000 PLN, ,Senior
Senior React/TypeScript Frond-end Developer,Hitachi Energy,"Remote, Kraków",9 000 - 15 000 PLN,  React   CSS  ,Senior
Senior Test Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",, ,Senior
PHP Developer,Sii Polska,"Remote, Warszawa, Białystok i 12 więcej",18 000 - 24 000 PLN,  PHP   Symfony   MySQL  ,Senior
Senior QA Engineer,The WorkinGroup,Remote,21 000 - 23 100 PLN,"  Postman, Restful API, Specflow ",Senior
Data & Analytics Lead - Senior Manager,GSK Tech Global Centre in Poznan,Poznań,,  Agile  ,Senior
Senior Data Scientist,T-Mobile Polska S. A.,Warszawa,, ,Senior
Senior Frontend Engineer,ViacomCBS,Warszawa,,  Entertainment | Online media ,Senior
Senior Java Engineer,ViacomCBS,Warszawa,,  Entertainment | Online media ,Senior
Senior C#/.Net Developer - Desktop&Backend,Hitachi Energy,Kraków,10 000 - 16 000 PLN,  C#   .NET   WPF  ,Senior
Senior Android Developer,7N,Warszawa,17 600 - 24 000 PLN,  Kotlin   Java  ,Senior
Senior Engineer – Metrics & Data,GSK Tech Global Centre in Poznan,Poznań,, ,Senior
Senior Product Owner Supply Chain & Distribution (Tech area),GSK Tech Global Centre in Poznan,Poznań,, ,Senior
Senior DevOps Engineer - Sabre Hospitality team,Sabre Poland,"Remote, Kraków",,  Terraform    Packer  ,Senior
Vendor Performance & Operations Senior Manager,GSK Tech Global Centre in Poznan,Poznań,, ,Senior
Data & Analytics Lead - Senior Manager,GSK Tech Global Centre in Poznan,Poznań,, ,Senior
IT Network & Infrastructure Specialist,PF Logo Express,Poznań,,  Systems Management and Network ,Senior
Senior .Net Developer (B2B),Netcompany Poland Sp. z o.o.,Warszawa,Znamy widełki,  .NET   .NET Core   SQL  ,Senior
Java Fullstack Developer ,Sii Polska,"Remote, Warszawa, Wrocław i 12 więcej",,  Java   Spring   Angular  ,Senior
Senior Java Developer (B2B),Netcompany Poland Sp. z o.o.,Warszawa,,  Java   Spring Boot   SQL  ,Senior
Oracle Database Administrator ,Be | Shaping the Future Poland,Remote,16 000 - 24 000 PLN,  Oracle Database   DataGuard  ,Senior
Application Specialist with Windows / MS SharePoint experience,Kyndryl,"Remote, Katowice, Wrocław",,  SharePoint   Windows Server   MsSql  ,Senior
Senior Systems Integration Engineer,Diebold Nixdorf,"Katowice, Kraków",Znamy widełki, ,Senior
Senior Full Stack .NET Developer,ONWELO SA,"Remote, Warszawa, Lublin",Do 20 000 PLN,  .NET Core    C#   ASP.NET MVC  ,Senior
Senior Software QA Engineer- Sabre Hospitality team,Sabre Poland,"Remote, Kraków",,  SQL   Oracle   SQL Server  ,Senior
Lead Java Software Engineer,Sabre Poland,"Remote, Kraków",,  Java  ,Senior
Senior Sitecore Developer,Atos,"Remote, Wrocław",,  |Sitecore| |.NET| |HTML| |JavaScript| ,Senior
Software Architect - Revenue Optimizer,Sabre Poland,"Remote, Kraków",8 200 - 27 300 PLN,  Java     Spring    Spring Boot  ,Senior
Team Lead Site Reliability Engineering,Sabre Poland,"Remote, Kraków",,  Java   ,Senior
Senior Test Manager,Atos,"Remote, Wrocław",,  |ISTQB| |XML| |SQL| ,Senior
SAP Commerce Cloud Consultant/ Senior Consultant,Bilot Sp. z o.o.,"Poznań, Warszawa",,  SAP Commerce Cloud ,Senior
Principal Enterprise Architect (AWS),Sigma IT Poland,"Remote, Wrocław",20 000 - 30 000 PLN,  We're looking for Cloud Guru. ,Senior
UX/UI Designer (Relocation to Prague),Sigma IT Poland,Praga,14 400 - 26 200 PLN,  Project for Scandinavian automotive. ,Senior
Senior Java Engineer,Sysnet,"Remote, Poznań",13 000 - 19 000 PLN,  Java/Groovy ,Senior
Senior Cloud Operations Team Leader,Hitachi Energy,Kraków,10 000 - 17 000 PLN,  Agile   Kubernetes   Kafka  ,Senior
MSSQL Server Engineer,Be | Shaping the Future Poland,"Remote, Warszawa",17 600 - 24 000 PLN,  MS SQL  ,Senior
Privileged Access Management Consultant ,Predica Sp. z o.o.,"Remote, Warszawa, Lublin",14 000 - 22 700 PLN,  Windows Server  ,Senior
Senior Java Fullstack Engineer ,Syncron Sp. z o.o.,"Remote, Warszawa",15 000 - 24 000 PLN,  Fullstack Software Engineer  ,Senior
"Senior Manager, Regulatory Systems & Processes",GSK Tech Global Centre in Poznan,Poznań,, ,Senior
Senior C# Developer,Sii Polska,Wrocław,,  C#   MS SQL   SSAS  ,Senior
Python Fullstack Developer,Sii Polska,"Remote, Wrocław, Warszawa i 12 więcej",,  Python   TypeScript   React  ,Senior
Lider Techniczny / Starszy Programista Java,Atos,"Remote, Wrocław, Warszawa, Łódź",,  |Java| |Kafka| ,Senior
Senior Java Developer ,Power Media,"Remote, Warszawa, Bydgoszcz",,  Java    Spring Boot   Hibernate  ,Senior
Senior Business Analyst,7N,Remote,16 800 - 21 800 PLN, ,Senior
Quality Assurance Engineer,Amsterdam Standard Sp. z o.o.,"Remote, Kraków, Wrocław, Rzeszów",,  |Agile| |REST| |JavaScript| |JIRA| ,Senior
Senior R&D Software Development Group Leader,Hitachi Energy,Kraków,14 000 - 20 000 PLN,  Agile  ,Senior
Python Fullstack Lead,Sii Polska,"Remote, Warszawa, Gdańsk i 12 więcej",,  Python   React   Angular  ,Senior
Cloud Engineer/DevOps,7N,Remote,25 600 - 32 000 PLN,  Java   AWS   Język angielski  ,Senior
Senior C# Developer/ Technical Lead,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  C#   JavaScript   AngularJS  ,Senior
Senior C++ Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Cybersecurity project ,Senior
DevOps Team Lead,HARMAN Connected Services Poland ,Łódź,16 000 - 32 000 PLN,  DevOps ,Senior
C++ Team Lead,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  C++    C#   Java  ,Senior
Senior C++ Developer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  Augmented Reality project ,Senior
Java Developer,Zonda Global,"Remote, Katowice, Kraków",,  100% remote work ,Senior
SLAM Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  C++   C  ,Senior
Front End Technical Lead / Architect,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",,  React   Angular   JavaScript  ,Senior
Java Developer,Power Media,"Remote, Katowice",Znamy widełki,  Java   BDD   TDD  ,Senior
Scala Developer,Zonda Global,"Remote, Katowice, Kraków",,  100% remote work ,Senior
Senior Android Developer,PKO BP Finat,"Remote, Warszawa, Wrocław, Poznań",,  Kotlin   Java   Android  ,Senior
Frontend Developer,Zonda Global,"Remote, Katowice, Kraków",,  100% remote work ,Senior
Java Developer ,Power Media,"Wrocław, Poznań",,  Java   JavaEE   Spring  ,Senior
Wordpress Fullstack (PHP) Developer ,Power Media,"Remote, Warszawa",,  WordPress   PHP   HTML5  ,Senior
React Senior Developer,Sofomo,Remote,14 000 - 19 000 PLN,  React ,Senior
Senior Frontend Developer (Angular) / Lead,Power Media,"Remote, Kraków",,  JavaScript     TypeScritp   Angular  ,Senior
"Senior Frontend Developer, TypeScript/React",XPERI Poland,"Remote, Warszawa",,  Work on Frontend application  ,Senior
Kierownik Projektów IT,Gemini Polska,Gdańsk,,  Agile   PMBOK   Prince 2  ,Senior
Expert Java Backend Developer,Syncron Sp. z o.o.,"Remote, Warszawa",17 000 - 28 700 PLN,  Backend Software Engineer  ,Senior
Senior Front-end Developer,Bank Millennium,Gdańsk,,  HTML5   CSS3   JavaScript  ,Senior
Architekt IT,j-labs sp. z o.o.,Remote,26 800 - 30 200 PLN,  .NET Core  ,Senior
C++ Developer (remote) ,Sigma IT Poland,"Remote, Wrocław",15 500 - 22 000 PLN,  Sigma IT Poland ,Senior
DevOps Team Leader,Power Media,Katowice,,  Jenkins   Ansible   Git  ,Senior
C# Senior Software Engineer,Power Media,"Remote, Kraków",,  .NET   C#  ,Senior
Validation Lead,Sii Polska,"Remote, Kraków, Wrocław i 12 więcej",,  GAMP5   21 CRF Part 11  ,Senior
Senior Java Developer (Hybris),Power Media,"Remote, Wrocław",,  Java   Spring   Hybris   ,Senior
Administrator Baz Danych MS-SQL,Bank Millennium,Warszawa,,  SQL   MS SQL   Windows Server  ,Senior
Senior .NET Developer (fullstack),Future Processing,"Remote, Gliwice",10 300 - 19 400 PLN,  One Day Recruitment ,Senior
Senior Quality Assurance Engineer,Future Processing,"Remote, Gliwice",10 300 - 19 400 PLN,  One Day Recruitment ,Senior
Solution Manager,Kyndryl,"Remote, Wrocław",Znamy widełki, ,Senior
Senior DevOps Engineer,Future Processing,"Remote, Gliwice",11 200 - 21 000 PLN,  Możliwość wyboru projektu ,Senior
Senior Java Developer,Future Processing,Remote,11 200 - 22 000 PLN,  Możliwość wyboru projektu ,Senior
Senior DevOps Engineer,Luxoft Poland,Kraków,,  Azure   Azure  ,Senior
Senior Business Intelligence Developer (Azure),Future Processing,"Remote, Gliwice",11 200 - 21 000 PLN,  Możliwość wyboru projektu ,Senior
Senior DevOps Engineer,Luxoft Poland,"Remote, Kraków",,  AWS   Azure   Azure  ,Senior
Senior C++ Developer (with cloud),Luxoft Poland,Remote,,  C++  ,Senior
Architekt Cloud i Infrastruktury IT,Bank Millennium,Warszawa,,  VMware  ,Senior
Senior C++ Developer (with cloud),Luxoft Poland,Remote,,  C++  ,Senior
Senior C++ Architect (with cloud),Luxoft Poland,Remote,,  C++   Linux  ,Senior
Senior C# Developer,Hitachi Energy,Kraków,12 000 - 18 000 PLN,  C#  ,Senior
Senior Data Engineer,Luxoft Poland,Remote,,  AWS   Python   SQL  ,Senior
Senior Java Developer,Hitachi Energy,Kraków,9 000 - 17 500 PLN,  Java   Agile   TypeScript  ,Senior
Senior System Integrator,Hitachi Energy,Kraków,10 000 - 15 000 PLN,  Windows   Linux   Oracle   ,Senior
Senior QA Engineer,Hitachi Energy,Kraków,10 000 - 15 000 PLN,  SQL   MS SQL   Oracle Database  ,Senior
"Front-End React Engineer L3 (5+ yrs exp. req'd, U.S. Cybersecurity SaaS Startup)","Preava, Inc.",Remote,21 000 - 30 000 PLN,  React   TypeScript  ,Senior
Kierownik Projektów Cloud i Infrastruktury IT,Bank Millennium,Warszawa,,  Azure   Excel   Word  ,Senior
Senior Angular Developer,Hycom,"Łódź, Toruń, Warszawa",,  Angular ,Senior
Senior Full-stack Java/React Developer,Hitachi Energy,"Remote, Kraków",9 000 - 15 000 PLN,  Java     Kotlin   TypeScript  ,Senior
Senior CSA Quality Assurance Expert,Hitachi Energy,"Remote, Kraków",10 000 - 16 000 PLN,  Visual Studio   Azure  ,Senior
Senior Frontend Developer,Apptension ,"Remote, Poznań",12 400 - 21 000 PLN,"  React, Redux, 4+ years ",Senior
Remote Front-end Lead,Shiji Poland,"Remote, Katowice",,  JavaScript ES6/TypeScript ,Senior
